Username,Handle,Timestamp,Text,Comments,Likes,Retweets
Kenn Ytienza Belnas,@exkenn,2020-06-16T02:07:23.000Z,"Notebook Flip through 「
 𝕠𝕟 𝕗𝕠𝕣 𝔸𝕊𝕄ℝ」
私の日本語のノート
。
。
。
。
。
。
。
。
。
。
。
。
。
。
。
。
#languagelearning #language #languagestudy #notebook #notetaking #studynotes #asmr #asmrsounds https://instagram.com/p/CBeobWIjf-19fcfuDB4hBFGOY3Eymo6HLwstzM0/?igshid=12m4193w7iq3m…",,,
"John A. Taylor
(Shade-Tree Thinking)",@johnataylor,2020-06-15T22:45:14.000Z,"Beautiful plans for these 
@FieldNotesBrand
 works of art. #Vignette #AnnualPlan #Notetaking",,1,2
Simon Lau,@_SimonLau,2020-06-15T22:19:53.000Z,"Replying to 
@NormanChella
 @liminal_warmth
 and 
@m_ashcroftHi 
@liminal_warmth
 (thanks Norman)

http://Otter.ai is an #AI #notetaking #app that helps you capture, find, and share valuable information from #meetings, #interviews, and other #voice #conversations live.

https://twitter.com/_SimonLau/status/1239319951409700864?s=20…

#roamcult #innovation #voicefirst",,,3
AndreaPrupas,@AndreaPrupas,2020-06-15T21:10:09.000Z,"Why teaching #notetaking is so important. It’s not something our students just « pick up » Great article via 
@cultofpedagogy
 supporting research in #explicit notetaking instruction, #visuals to support notes, #revision techniques. https://bit.ly/3hveiFR #LDchat 
@ESDEMSBNote-taking: A Research Roundup | Cult of Pedagogy
A summary of 8 best practices in note-taking, straight from the research.
cultofpedagogy.com",1,2,6
Chris Marsh,@ChrisMarshSF,2020-06-15T18:02:51.000Z,"The fallacy that you learn/generate ideas by collecting information. 

Instead shorter cycles of researching, reading and assimilating, rinse and repeating

Good short read & interesting ideas by 
@ctietze
 

#notetaking #reading #productivity #writing #ideas #innovation #insight",,,1
Contexted,@ContextedHQ,2020-06-15T17:04:41.000Z, Our new approach to linking notes is live! Connect your notes without leaving your keyboard. Autocomplete included! https://contexted.io #zettelkasten #secondbrain #pkb #notetakingGIF,,,5
Asmi,@asmihq,2020-06-13T09:30:20.000Z,"Check out this list of the best note-taking apps to deliver a productive way of taking notes, maintaining lists, and penning down ideas. 

Explore these apps now!

https://buff.ly/2zbMKDY via 
@troopmessenger
#productivity #notetaking",,,
QOwnNotes,@QOwnNotes,2020-06-13T09:17:05.000Z,"New release of QOwnNotes: v20.6.5 https://ift.tt/2uM1eGs #notetaking #NextcloudQOwnNotes Changelog
Open source markdown note taking for Linux, Mac OS X and Windows, that works together with Nextcloud Notes
qownnotes.org",,,1
Slick Implementations,@SlickImps,2020-06-13T06:43:01.000Z,"An interesting approach to note taking
https://buff.ly/3coACxg
#notetaking #zettelkasten",,,1
"Ed Benjamin, Writer",@colbenjamin,2020-06-12T22:08:36.000Z,"LARGE COLLEGE RULED NOTEBOOK: Blank Line College Ruled Notebook and Journal 8.5' x 11 from Bulverde Books (
@BulverdeB
) Ideal for #students, #notetaking, #journal, #diaryLARGE COLLEGE RULED NOTEBOOK: Blank Line College Ruled Notebook and Journal 8.5' x 11""
LARGE COLLEGE RULED NOTEBOOK: Blank Line College Ruled Notebook and Journal 8.5' x 11""
amazon.com",,,
MyScript Nebo,@MyScriptApps,2020-06-12T15:02:07.000Z," Nebo 2.6 is out! See what makes it special:
 Multi-levels lists
 Improved indentation
 Dynamic page layout
 Vertical spacing
 Customizable line height and font size
 Which one is your favorite new feature? 

#productivity #notetaking #WritingCommunity #Apps",1,3,7
Helen LH,@Research_FTW,2020-06-12T13:58:38.000Z,"Replying to 
@drnsheridanI have only recently stared using OneNote and did some MS educator training on it and was impressed by the amount of things you can do with it. It has now become my default. #notetaking
#fos201",1,,4
RJM Media,@rjmmedia1,2020-06-12T12:12:02.000Z,"Check out this list of the best note-taking apps to deliver a productive way of taking notes, maintaining lists, and penning down ideas. 

Explore these apps now!

https://buff.ly/2zbMKDY via 
@troopmessenger
#productivity #notetaking",,,
QOwnNotes,@QOwnNotes,2020-06-12T11:17:22.000Z,"New release of QOwnNotes: v20.6.4 https://ift.tt/2uM1eGs #notetaking #NextcloudQOwnNotes Changelog
Open source markdown note taking for Linux, Mac OS X and Windows, that works together with Nextcloud Notes
qownnotes.org",,,1
Michael A. Blue,@BishopMABlue,2020-06-12T11:15:27.000Z,#Innovation #AllThingsNew #BishopBlue #FKP #FKP2020 #MentalNotes #notetaking #teachable #principles #inspiration,,,1
doodles_in_the_membrane,@in_doodles,2020-06-11T10:36:57.000Z,Gen Chem: Chemical Equilibrium #science #chemistry #biochemistry #mcat #study #studygram #onlinelearning #academictwitter #microbiology #biology #notetaking #college #academic #learning #studying,,1,2
Sorin Amzu,@SorinAmzu,2020-06-11T04:49:01.000Z,"Check out this list of the best note-taking apps to deliver a productive way of taking notes, maintaining lists, and penning down ideas. 

Explore these apps now!

https://buff.ly/2zbMKDY via 
@troopmessenger
#productivity #notetaking",,,
Online Course Net,@course_net,2020-06-10T22:30:00.000Z,"#MemoryStudySkills
Learning to Learn [Efficient Learning]: Zero to Mastery | Course

=> https://onlinecoursenet.blogspot.com/2020/05/learning-to-learn-efficient-learning.html…

#Memory #SpeedReading #LearningStrategies #StudySkills #Notetaking #BrainTraining #PersonalProductivity #javascript30 #100DaysOfCode #udemy #free #couponsLearning to Learn [Efficient Learning]: Zero to Mastery
Learning to Learn [Efficient Learning]: Zero to Mastery, Improve memory & productivity using the skills of the world's top perfor...
onlinecoursenet.blogspot.com",,1,1
Chris Marsh,@ChrisMarshSF,2020-06-10T18:49:04.000Z,"I’ve been doing the #zettelkasten method for #notetaking for a week now. Already can see it’s usefulness in leading to more networked thinking, information retention, insights leverage.",1,,
Angelo Luciani,@AngeloLuciani,2020-06-10T16:57:59.000Z,"Ramp up quickly 
  The Basics of Taking Notes with 
@obsdmd
 https://bit.ly/2UqxfQb another great video from 
@justindirose
  

#Obsidian #notetaking #connectedthoughtObsidian - The Basics of Taking Notes - Effective Remote Work
Next-generation note taking tools like Obsidian offer vast flexibility in how you use and structure your data. But if you're just getting going, where do you...
youtube.com",1,,2
Angelo Luciani,@AngeloLuciani,2020-06-10T16:06:28.000Z,"If you want to think about note-taking in a different way check out 
@obsdmd
 and move away from silos of notes to connected thought - jump on the forums and say 'hi' 
Download https://obsidian.md 
#Obsidian #ConnectedThought #notetaking",,1,10
Ed Holloway,@EdHolloway,2020-06-10T16:01:26.000Z,"Note-taking apps help students to focus on studying smart, rather than studying hard! 

Check out this list of some of the best #notetaking apps to increase #productivity! 

https://buff.ly/2AyqtRd via  
@elink_io
 ",,,
MyScript Nebo,@MyScriptApps,2020-06-10T13:31:01.000Z," Want to know everything about the latest Nebo 2.6 technology innovations? 
 Read the full article 
 https://bit.ly/Nebo26isHere

#NeboApp #productivity #notetaking #WritingCommunity #appsNebo 2.6 is here, and it’s inspired by you
Inspiration can take many forms, but it’s both unpredictable and unreliable.
medium.com",1,1,6
stummynotes,@stummynotes,2020-06-10T00:53:21.000Z,"Are you an overwhelmed 
 #nursingstudent ? Well look no further!

#nursingstudent #nursesrock #collegebound #collegelife #collegestudent #nursing #nursingeducation #stummynotes #nurselife #nursingschool #digitalhighlighter #electronicscannerpen #notetakingapp #notetaking",,,
MyScript Nebo,@MyScriptApps,2020-06-09T14:31:37.000Z,"Breaking news
Nebo 2.6 is out and comes out with exciting new features 
 http://nebo.app

#NeboApp #productivity #notetaking ",10,2,22
Emmet Ó Briain,@emmetatquiddity,2020-06-09T11:13:36.000Z,"Reading around, I'm definitely the target audience for 
@roamresearch
 but I've made so many attempts using different techniques/software over the years to get *some* structure on my thinking + research. How have people made Roam stick? #roamcult #roamresearch #notetaking",1,,1
Counting Stars Digital,@countingstarsWA,2020-06-09T09:28:02.000Z,"Check out this list of the best note-taking apps to deliver a productive way of taking notes, maintaining lists, and penning down ideas. 

Explore these apps now!

https://buff.ly/2zbMKDY via 
@troopmessenger
#productivity #notetaking",,,
Marc Albert Cormier,@marccormier,2020-06-08T16:51:12.000Z,"After ten years, it's time to say goodbye to 
@evernote
. Moving to Apple Notes for all my research and note taking. It's been a good ride, but when all is said and done, Evernote is just too expensive for personal use. #evernote #applenote #notetaking #notes",,,1
Chris Marsh,@ChrisMarshSF,2020-06-08T16:01:24.000Z,"#Researching
#Browsing
#Speedreading
#Notetaking
#Brainstorming
#Multitasking
#Collaborating

For me mobile x3 more efficient than on laptop.",,1,2
MyScript Nebo,@MyScriptApps,2020-06-08T14:59:29.000Z,"#Huawei’s newest tablet #MatePadPro is out and is preloaded with productivity-oriented apps such as your favorite #notetaking app! Quote Tweet
Huawei Mobile (JP)
@HUAWEI_Japan_PR
 · Jun 4
【6月12日（金）発売！HUAWEI MatePad Pro 】

画面占有率約90%、美しいフルビューディスプレイの『HUAWEI MatePad Pro』は6月12日（金）発売！

今日は、新製品発表会の際に投影した製品PVをご覧ください！
#Huawei #MatePadPro

▼製品詳細はこちら
https://consumer.huawei.com/jp/tablets/matepad-pro/…
1:24
7.3K views",,,1
Karthik Nandula,@NandulaKarthik,2020-06-08T14:50:00.000Z,"What do people write on 
@RoamResearch
 to make their databases explode?  I am not understanding whether I'm not writing enough or if I'm not making enough connections...

#roamcult #roamresearch #notetaking",4,,
Benjamin Lim,@benlimphoto,2020-06-08T08:33:12.000Z,Anyone love velvet materials? Decided to get a notebook that I don’t have to dispose and like to touch to encourage myself to take more notes #notebooks #notetaking #ideascreativas https://instagram.com/p/CBKuOMMJmAz/?igshid=6j1ifhk66pe9…,,,
Nice Guys,@GetGarveys,2020-06-07T22:00:00.000Z,Some tips to taking good notes: [1] Learn shorthand [2] Stick to highlighting key points [3] Focus on the commentary on the purpose of the meeting #notes #notetaking,,,1
Zoho Mail,@ZohoMail,2020-06-07T18:18:57.000Z,"Still very much a #notetaking person? Put all that important information from your emails quickly into handy notes. Keep your habit alive, #digitally as well! #noted #SundayThoughtsContextual Integrations | Collaboration apps for your business - Zoho
Integration of Zoho Mail with Contacts, Tasks, Notes, Calendar and Streams for better team collaboration.
zoho.com",,2,4
Saurabh Garg / SG,@saurabh,2020-06-07T16:30:09.000Z,"Need help in implementing a #notetaking system for you? #pkm 

Read https://saurabhgarg.com/work-better/note-taking-101-for-2020-and-beyond/… and lemme know if you want help. 

Happy to extend :)",,3,2
Carter Reedy,@carterreedy,2020-06-07T07:19:01.000Z,"Note-taking apps help students to focus on studying smart, rather than studying hard! 

Check out this list of some of the best #notetaking apps to increase #productivity! 

https://buff.ly/2AyqtRd via  
@elink_io
 ",,,
"Mask required, Pants optional",@jaydotheyward,2020-06-07T05:45:06.000Z,"Check out this list of the best note-taking apps to deliver a productive way of taking notes, maintaining lists, and penning down ideas. 

Explore these apps now!

https://app.quuu.co/r/R6GmO via 
@troopmessenger
#productivity #notetaking14 Best Note Taking apps ( iOS, Android, Mac & Windows): Which one is Ahead of the Pack?
We have listed below 
 best 
 14 Note taking apps available on (iOS, Android, Mac, iPad & Windows) to deliver a productive way of taking notes, maintaining lists, and penning down ideas. Best note...
troopmessenger.com",,,
Adrian OPREA,@oprearocks,2020-06-05T08:07:48.000Z,"Do you journal? Share a photo in the comments with your journal/stack. 

#journaling #notetaking #bulletjournal #sketchnotes #notes #productivity.",1,,
Josh Thackston,@joshthackston,2020-06-05T01:15:01.000Z,"Note-taking apps help students to focus on studying smart, rather than studying hard! 

Check out this list of some of the best #notetaking apps to increase #productivity! 

https://buff.ly/2AyqtRd via  
@elink_io
 ",,,
David Andrade,@daveandcori,2020-06-04T19:30:19.000Z,"How Evernoters Use #Evernote: Darrick Gets You Sorted https://evernote.com/blog/how-evernoters-use-evernote-darrick-gets-you-sorted/… #edtech #tech #productivity #notetaking #remembereverythingHow Evernoters Use Evernote: Darrick Gets You Sorted
Want to make your daily life a little easier? Evernote's Darrick Price shows how he beats information overload and stays productive with less effort.
evernote.com",,1,1
Andy Bailey,@andygbailey,2020-06-04T19:27:02.000Z,"Note-taking apps help students to focus on studying smart, rather than studying hard! 

Check out this list of some of the best #notetaking apps to increase #productivity! 

https://buff.ly/2AyqtRd via  
@elink_io
 ",,,
David Kobelin,@pdkobelin,2020-06-04T18:32:02.000Z,"Note-taking apps help students to focus on studying smart, rather than studying hard! 

Check out this list of some of the best #notetaking apps to increase #productivity! 

https://buff.ly/2AyqtRd via  
@elink_io
 ",,,1
QOwnNotes,@QOwnNotes,2020-06-04T17:17:15.000Z,"New release of QOwnNotes: v20.6.1 https://ift.tt/2uM1eGs #notetaking #NextcloudQOwnNotes Changelog
Open source markdown note taking for Linux, Mac OS X and Windows, that works together with Nextcloud Notes
qownnotes.org",,,
MyScript Nebo,@MyScriptApps,2020-06-04T15:01:21.000Z,"Mixing handwriting and digital tools helps you be more productive. Thank you 333Mira for sharing how #NeboApp has changed your life and the way you work! 
Have you tried it yet? https://nebo.app

#productivity #notetaking #app #review #appreview #appreview #digital",,,2
Jeremy Haselwood,@JeremyHaselwood,2020-06-04T12:59:02.000Z,"Note-taking apps help students to focus on studying smart, rather than studying hard! 

Check out this list of some of the best #notetaking apps to increase #productivity! 

https://buff.ly/2AyqtRd via  
@elink_io
 ",,,
Eyram Sotome,@PlusEngineer,2020-06-04T11:00:06.000Z,"Note-taking apps help students to focus on studying smart, rather than studying hard! 

Check out this list of some of the best #notetaking apps to increase #productivity! 

https://buff.ly/2AyqtRd via  
@elink_io
 ",,,
Programmer's Music @musicforcoders,Programmer's Music @musicforcoders,2020-06-03T19:57:02.000Z,"Note-taking apps help students to focus on studying smart, rather than studying hard! 

Check out this list of some of the best #notetaking apps to increase #productivity! 

https://buff.ly/2AyqtRd via  
@elink_io
 ",,,
Success Circles,@successcircles,2020-06-03T18:18:02.000Z,"Note-taking apps help students to focus on studying smart, rather than studying hard! 

Check out this list of some of the best #notetaking apps to increase #productivity! 

https://buff.ly/2AyqtRd via  
@elink_io
 ",,,
Free Hipwee,@FreeHipwee,2020-06-03T16:00:01.000Z,"#LearningStrategies & Boost Memory Made Simple (2020) #udemyfree #udemycoupon 

=> https://freehipwee.blogspot.com/2020/06/learning-strategies-boost-memory-made.html…

#Memory #SpeedReading #StudySkills #Notetaking #PersonalProductivity #BrainTraining #womenintech #100DaysOfCode #udemyLearning Strategies & Boost Memory Made Simple (2020)
Free Coupon Discount - Learning Strategies (Mind Maps, Speed Reading, The Journey Method) to Learn Faster and Remember More in Record Tim...
freehipwee.blogspot.com",,2,
MyScript Nebo,@MyScriptApps,2020-06-03T15:40:07.000Z," @unboxPH
 tried #Huawei’s newest tablet, and guess what? 
It is preloaded with productivity-oriented apps such as your favorite #notetaking app! 
Learn more 
 https://bit.ly/HuaweiMadePadPro…

#NeboApp #MadePadPro #Productivity #ProductivityToolHow to make the Most Out of Your MatePad Pro - UNBOX PH
Make the MatePad Pro your ultimate entertainment and productivity tool  As Huawei’s flagship tablet, the MatePad Pro is a powerhouse device that can handle both work and play thanks to all its...
unbox.ph",,1,1
Swathi || The Writing Savant,@TwSwrites,2020-06-03T14:18:06.000Z,#WritingCommunity do you have a system for note taking? How do you document your research? #contentresearch #notetaking,,1,
Amazon FBA Coaching,@FBAcoaching,2020-06-03T12:04:02.000Z,"Check out this list of the best note-taking apps to deliver a productive way of taking notes, maintaining lists, and penning down ideas. 

Explore these apps now!

https://tjmart.in/3gMM3C8 via 
@troopmessenger
#productivity #notetaking",,1,
Amazon FBA Coaching,@FBAcoaching,2020-06-03T12:04:02.000Z,"Check out this list of the best note-taking apps to deliver a productive way of taking notes, maintaining lists, and penning down ideas. 

Explore these apps now!

https://tjmart.in/3gHnmHc via 
@troopmessenger
#productivity #notetaking",,,
Sarah | SEND Lead | Relax and Calm,@SarahCombe,2020-06-03T11:48:01.000Z,"Thank you 
@PookyH
 - I must say papermate flair pens 
 are my favourite to write in. They tend to go ‘missing’ at school! #handwriting #notetakingQuote Tweet
Dr Pooky Knightsmith
@PookyH
 · Jun 3
Replying to @SarahCombe
You have THE most beautiful handwriting! 

I'm glad the notes are helpful. Lots of people have asked for them but I find it easier to film than write so it was quite a lot of extra effort, but worth it if they're helpful.",,,
Teeline Shorthand,@TeelineOnline,2020-06-03T11:18:19.000Z,"#Teelineshorthand is lovely to write and makes #notetaking easy and fast 
@TeelineOnline",1,2,7
Jaimee Rosario,@mommyjaimee,2020-06-03T03:06:49.000Z,"Mag-kaka master's degree na ako dito. 

#notetaking #legalmatters #defacto # #vawc #principle #rational #work #understatement #lemme #explainit #knowyourrights #iamawoman #whatsyoursuperpower https://instagram.com/p/CA9Q5QuDMbJ/?igshid=1jzrx01ycqvxz…",,,1
Rachel Adcock,@racheldadcock,2020-06-01T15:08:09.000Z,"@getyourteachon
 #GetYourVirtualTeachOn #GetYourTeachOn 
@MrDaveHollis
 #notetaking “know where you are going to know where you are currently”",,,1
Student Support Portal,@StuSupPortal,2020-06-01T11:00:28.000Z,"This week, we talk with Helena Harrison, Training & Account Manager at 
@sonocent
. 
We discuss how Sonocent has supported learners with audio #notetaking technology since 2007 & her role of providing training around the UK & Ireland!
Check it out
https://youtu.be/msNKFZvVnk0

#EdTechHelena Harrison - Sonocent - Audio Note Taking - Glean
In this video, we sit down with Helena Harrison, the training and account manager at Sonocent.Prior to joining Sonocent in 2015, Helena had worked as an assisti...
youtube.com",,,1
Treen Coward Associates,@TreenCoward,2020-06-01T05:55:04.000Z,"There are many benefits to using an independent note taking service. If you would like to know more about minutes for your meetings, or transcription, contact us for an informal chat

#NoteTaking
#Transcription
#MeetingsExecutive Board Note Taking and
treencoward.com",,,
Akhil J,@akitheguitarist,2020-06-01T03:03:54.000Z,"Any #notion lovers here? I am kind of new to it, but certainly loving it. #notetaking #classes #notes #coding #learning 
@NotionHQ",,,2
QOwnNotes,@QOwnNotes,2020-05-31T16:17:22.000Z,"New release of QOwnNotes: v20.6.0 https://ift.tt/2uM1eGs #notetaking #NextcloudQOwnNotes Changelog
Open source markdown note taking for Linux, Mac OS X and Windows, that works together with Nextcloud Notes
qownnotes.org",,5,11
Savay App,@SavayApp,2020-05-31T14:43:37.000Z,"Develop a personal Note-taking Strategy to Learn Better!

#learning #notetaking #college #UniversityNo BS Guide on Note-taking Strategies for College
Know how you can develop a personal note-taking strategies for college.
blog.savay.app",,,
ScratchGraph,@ScratchGraph,2020-05-30T22:02:45.000Z,#PDF export functionality has been updated! Content will now scale better to fit the page. #changelog #NoteTaking #VisualThinking,,,1
Sven Schubert,@dsvenschubert,2020-05-30T17:39:58.000Z,"trying out 
@joplinapp
 instead of Cherrytree for #notetaking, let's see how this turns out",,,
Vote now. Vote now. Vote now.,@BrandenBorn,2020-05-30T16:56:29.000Z,"Replying to 
@chickey253No, I was listening live. For verification you can see my previous post at 9:53pm explaining it. #notetaking #seattleprotest #SPDBodyCamOff 
@carmenbest
 @SeattlePD",,,
MyScript Nebo,@MyScriptApps,2020-05-30T15:00:26.000Z,"With Nebo, turn your handwriting notes into digital documents: Word, text, PDF, or HTML document 
1) Tap the three dots icon “⋮”

2) Select “Export”

3) Choose the type of document

#TimeManagement #notetaking #app #productivity #business #IOs #Android #Apple",1,3,12
Max・Startup Designer,@maxmartin3z,2020-05-28T21:14:56.000Z,"Giving name to things is challenging. Even more for brands. The full story awaits to be told. Take note of these simple steps to start with the right foot.
.
#naming #brandname #appname #productname #nameideas #notes #notetaking #takenotes #designthinking #creativethinking",,1,2
Contexted,@ContextedHQ,2020-05-28T16:57:18.000Z, Sneak peak into our new way of linking notes! Use [[𝐛𝐫𝐚𝐜𝐤𝐞𝐭𝐬]] to link notes without interrupting your writing workflow. Autocompletion included! Will be launched soon @ https://contexted.io #notetaking #zettelkasten #noteapp #notesGIF,,,8
MyScript Nebo,@MyScriptApps,2020-05-28T13:30:05.000Z,"Customize your personal dictionary by adding words like names or technical terms in Nebo Pro.
 Watch #howto do it!

#NeboApp #productivity #app #IOS #notetaking #notes #Timemanagement",,2,3
The Magnet Group,@TheMagnetGroup,2020-05-28T09:47:10.000Z,"Get your team back on track with a FREE TIP-IN
DROP SHIPPING AVAILABLE 

888.645.2628
https://themagnetgroup.com/default-category/all-products.html/brands/castelli.html…

#journals #pen #writing #tipin #coffeeshop #notes #paper #free #school #diary #notetaking #office #meetings #business #message #smallbusiness #staysafe #giftideas0:17
14 views",,1,3
Andrew Nhem,@andrewnhem,2020-05-27T22:00:49.000Z,"Anyone try this yet? https://obsidian.md

I want to give it a shot. #notetaking #journaling #thinking #organizationObsidian: A knowledge base that works on local Markdown files.
Obsidian – A knowledge base that works on local Markdown files.
obsidian.md",,,
Saurabh Garg / SG,@saurabh,2020-05-27T19:54:54.000Z,"Works better than taking digital notes on an app. 

There’s something about writing with hand 
 that makes me remember better! 

Like a zettel, each note has a datep#, an index number and some hashtags.

#noteTaking #zettelkasten 
2/n",1,,
Saurabh Garg / SG,@saurabh,2020-05-27T19:54:52.000Z,"Thread. 

My biggest #lifehack for managing knowledge, ideas and thoughts is these blank visiting cards that I’ve literally “planted” all over the house. 

Everytime I come up with an idea, I reach out to the nearest card and scribble on it!

#pkm #noteTaking 

1/n",2,,4
Chineme Usuwa,@CMANIA33,2020-05-27T17:31:03.000Z,"Take Notes Gentlemen
•
•
Original voice by: 
@billposley
 
•
•
#voiceover #girlsbelike #couple #funnyvideos #rp #comedyskits #nyc #trending #viral #instagood #notetaking #couplegoals #foryou #foryoupage https://instagram.com/p/CAsxQsVDGsL/?igshid=tsqggf813sl8…",,,1
QOwnNotes,@QOwnNotes,2020-05-27T16:17:28.000Z,"New release of QOwnNotes: v20.5.13 https://ift.tt/2uM1eGs #notetaking #NextcloudQOwnNotes Changelog
Open source markdown note taking for Linux, Mac OS X and Windows, that works together with Nextcloud Notes
qownnotes.org",,6,11
connectwww,@connectwww,2020-05-25T08:01:36.000Z,"How to install Knowte note taking application on Ubuntu https://goo.gl/fb/1sVNtZ #linux #knowte #notetaking #ubuntuHow to install Knowte note taking application on Ubuntu
Knowte is a easy to use note taking software for Linux, MacOS and Windows. It is released under GNU General Public License v3.0. Using this you can take your notes quickly and easily organize your...
connectwww.com",,3,
MyScript Nebo,@MyScriptApps,2020-05-25T07:01:13.000Z,"(FRENCH REVIEW) 
 On adore lire vos avis sur notre application ! Merci Lise d’avoir testé #NeboApp.

Découvrez l’article 
 https://bit.ly/LeBlogDeLise

#productivity #blog #review #notetaking #application #app",,,1
russell+hazel,@russellandhazel,2020-05-24T21:51:03.000Z,"Are you shopping our memorial weekend sale? Take advantage of our site wide sale, 20% off! Find something for the grad, father's day or treat yourself. Code: SPRING20
+
http://bit.ly/2In17WO
+
#memorialsale #memorialweekend #russellandhazel #giftgiving #curatedlife #notetaking",,,1
The Reading Brain,@thoughtreads,2020-05-24T17:48:17.000Z,"Read about ‘Zettelkasten’. Learn a lot about what it is. If unclear, comment here, if you loved the concept - do retweet. 

Terms from ‘How to Take Smart Notes’ 

#notetaking",,,
Clifford Lawrence,@CliffLawrence7,2020-05-24T17:13:12.000Z,"After using 
@evernote
 for 5 good years, it's time to let it go. New ""Thought Organizer"" 
@NotionHQ
 
Let's see what happens....
#notetaking #productivity",,,1
Shuo Wu,@airmagic2010,2020-05-24T17:04:44.000Z,"Try YiNote, aka Turbonote extension, for taking & sharing notes while watching videos #YiNote #TurboNote #mooc #edtech #flipclass #video #youtube #notetaking https://yinote.co#installation",,,
Rafael O. Treviño,@rafaelotrevino,2020-05-24T16:21:38.000Z,"I realize I need to get just as serious about taking notes from videos, other multimedia, and even conversations with people, as I am about taking notes from written literature. Ideas are everywhere. #notetaking #roamcult",1,2,17
Vanessa,@vanes,2020-05-24T13:27:27.000Z,Curiosity Sunday #noteshelf #noteshelfapp #ancientrome #notetaking,,,2
anne finity,@annefinity64,2020-05-24T12:49:33.000Z,"When u #write before typing ... 
 #notes #notebook #notetoself #notestagram #notetaking #oldschool @ Edinburgh, United Kingdom https://instagram.com/p/CAkjolLgcEX/?igshid=dwetd29ijaya…",,,
Linagaia_watercolors,@LinagaiaA,2020-05-24T09:12:22.000Z,"WATERCOLOR DAISY LETTER size 8.5x11 inches digital printable illustrated paper set. Dotted, grid and ruled writing pages with blue graphics.
 https://etsy.me/3cZFZnE
#pribtables #digitalpaper #Daisies #daisy #watercolorart #stationery #homeschooling #lightblue #notetaking  #PDF",,1,1
Linagaia_watercolors,@LinagaiaA,2020-05-24T09:09:59.000Z,"WATERCOLOR ROSE A4 size 210x297mm digital printable illustrated paper set. Cute dotted, grid and ruled writing pages with pink graphics
 https://etsy.me/3ghHfEu
#digitalpaper #writingpaper #printables #notetaking #homeschooling #pink #stationery #watercolor #roses #pdfprintables",,1,1
Dave Rino,@pixelradius,2020-05-23T22:07:45.000Z,"A sensor inside this smart pen turns all your handwritten notes into editable digital text #smartpen #notetakingA sensor inside this smart pen turns all your handwritten notes into editable digital text
Imagine being able to write emails on a piece of paper.The NEWYES SyncPen outwardly looks like a regular ballpoint pen, but it’s a marvel of tech on the inside. With a motion-tracking sensor on the …
flip.it",,,1
julie krishnaswami,@ZingJulie,2020-05-23T21:15:45.000Z,"Reading someone’s writing about you — or new forms of research. 

#mfa #vcfa #vcfavisualart #research #archives #personalarchive #journal #disease #multiplemyeloma #document #notes #notetaking #handwritten https://instagram.com/p/CAi4xOchJm5/?igshid=qhwpo1vqu1b0…",,,
QOwnNotes,@QOwnNotes,2020-05-22T10:17:26.000Z,"New release of QOwnNotes: v20.5.12 https://ift.tt/2uM1eGs #notetaking #NextcloudQOwnNotes Changelog
Open source markdown note taking for Linux, Mac OS X and Windows, that works together with Nextcloud Notes
qownnotes.org",,1,1
The Officials,@TheOfficialsHQ,2020-05-22T09:23:23.000Z,Webinar: Notion for Task Management. Learn more about how to take your To Do List and valuable notes from paper to digital and the power of #collaboration. https://jointheofficials.com/free-webinar-notion-for-task-management/@theahandbook… #notetaking #wiki #techforassistants #productivity #executiveassistant  #administrativeprofessional,,2,4
PLUSFILE,@PLUSFILE,2020-05-22T04:40:49.000Z,Coffee and note taking. Is there any better duo? #plusfile #biodegradable #plusfileecoseries #environmentallyfriendly #coffee #notebook #notes #notetaking #purple #relax https://instagram.com/p/CAeiHNxB1lA/?igshid=wk7wkpx8if7d…,,,
YouStandOut,@YouStandOut4,2020-05-22T03:53:02.000Z,"Check out this list of the best note-taking apps to deliver a productive way of taking notes, maintaining lists, and penning down ideas. 

Explore these apps now!

https://buff.ly/2zbMKDY via 
@troopmessenger
#productivity #notetaking",,,
✭BlueStarNation✭ #StayHomeChallenge,@Father2DaPrynce,2020-05-21T19:26:57.000Z,"#scienceclass #notetakingGIF
Quote Tweet
Patrik [No C] Walker
@VoiceOfTheStar
 · May 21
The #Cowboys want Dak Prescott for five years, minimum? 
Prescott standing firm at four while being open to five? 
Pending offer of roughly 5/35? 
A sudden $45M demand? ",,1,2
David Kobelin,@pdkobelin,2020-05-21T16:48:02.000Z,"Check out this list of the best note-taking apps to deliver a productive way of taking notes, maintaining lists, and penning down ideas. 

Explore these apps now!

https://buff.ly/2zbMKDY via 
@troopmessenger
#productivity #notetaking",,,
"Ed Benjamin, Writer",@colbenjamin,2020-05-21T15:36:44.000Z,"LARGE COLLEGE RULED NOTEBOOK: Blank Line College Ruled Notebook and Journal 8.5' x 11 from Bulverde Books (
@BulverdeB
) Ideal for #students, #notetaking, #journal, #diaryLARGE COLLEGE RULED NOTEBOOK: Blank Line College Ruled Notebook and Journal 8.5' x 11""
LARGE COLLEGE RULED NOTEBOOK: Blank Line College Ruled Notebook and Journal 8.5' x 11""
amazon.com",,,
Tim King,@hellotimking,2020-05-21T14:27:38.000Z,"Bear - A Three Year Journey

Note taking, enabling tech, and me

#Notetaking #Productivity #WritingBear — A Three Year Journey
A story of note taking, enabling tech, and me
link.medium.com",,,1
